date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2013-07-09,13.88,1.8,450,"1983-07-02 2012-07-16",86.88,6.75,450,"1983-07-02 2012-07-16",21.55,2.62,450,"1983-07-02 2012-07-16",21.45,6.95,450,"1983-07-02 2012-07-16",10.02,1.97,450,"1983-07-02 2012-07-16",56.12,9.73,450,"1983-07-02 2012-07-16",13.17,1.68,450,"1983-07-02 2012-07-16",3.01,3.78,450,"1983-07-02 2012-07-16",1.39,4.4,449,"1983-07-02 2012-07-16",1.39,4.4,449,"1983-07-02 2012-07-16",0,0,449,"1983-07-02 2012-07-16",0,0,449,"1983-07-02 2012-07-16",,,,
2013-07-08,13.77,1.83,450,"1983-07-01 2012-07-15",86.82,6.66,450,"1983-07-01 2012-07-15",21.43,2.62,450,"1983-07-01 2012-07-15",21.54,6.91,450,"1983-07-01 2012-07-15",9.91,1.97,450,"1983-07-01 2012-07-15",56.05,9.59,450,"1983-07-01 2012-07-15",13.12,1.68,450,"1983-07-01 2012-07-15",3.16,3.88,450,"1983-07-01 2012-07-15",1.44,4.47,449,"1983-07-01 2012-07-15",1.44,4.47,449,"1983-07-01 2012-07-15",0,0,449,"1983-07-01 2012-07-15",0,0,449,"1983-07-01 2012-07-15",,,,
2013-07-07,13.69,1.91,450,"1983-06-30 2012-07-14",86.79,6.81,450,"1983-06-30 2012-07-14",21.43,2.69,450,"1983-06-30 2012-07-14",21.35,6.79,450,"1983-06-30 2012-07-14",9.83,2,450,"1983-06-30 2012-07-14",55.56,9.42,450,"1983-06-30 2012-07-14",13.07,1.74,450,"1983-06-30 2012-07-14",3.15,3.84,450,"1983-06-30 2012-07-14",1.38,4.34,449,"1983-06-30 2012-07-14",1.38,4.34,449,"1983-06-30 2012-07-14",0,0,449,"1983-06-30 2012-07-14",0,0,449,"1983-06-30 2012-07-14",,,,
2013-07-06,13.65,1.95,450,"1983-06-29 2012-07-13",86.87,6.89,450,"1983-06-29 2012-07-13",21.37,2.75,450,"1983-06-29 2012-07-13",21.4,6.66,450,"1983-06-29 2012-07-13",9.76,2.04,450,"1983-06-29 2012-07-13",55.46,9.64,450,"1983-06-29 2012-07-13",13.04,1.75,450,"1983-06-29 2012-07-13",3.2,3.82,450,"1983-06-29 2012-07-13",1.55,4.92,450,"1983-06-29 2012-07-13",1.55,4.92,450,"1983-06-29 2012-07-13",0,0,450,"1983-06-29 2012-07-13",0,0,450,"1983-06-29 2012-07-13",,,,
2013-07-05,13.62,1.99,450,"1983-06-28 2012-07-12",86.89,6.86,450,"1983-06-28 2012-07-12",21.33,2.82,450,"1983-06-28 2012-07-12",21.32,6.51,450,"1983-06-28 2012-07-12",9.69,2.08,450,"1983-06-28 2012-07-12",55.44,9.97,450,"1983-06-28 2012-07-12",12.98,1.74,450,"1983-06-28 2012-07-12",2.99,3.58,450,"1983-06-28 2012-07-12",1.66,5.05,450,"1983-06-28 2012-07-12",1.66,5.05,450,"1983-06-28 2012-07-12",0,0,450,"1983-06-28 2012-07-12",0,0,450,"1983-06-28 2012-07-12",,,,
2013-07-04,13.53,2,450,"1983-06-27 2012-07-11",86.81,6.78,450,"1983-06-27 2012-07-11",21.25,2.77,450,"1983-06-27 2012-07-11",21.18,6.32,450,"1983-06-27 2012-07-11",9.55,2.1,450,"1983-06-27 2012-07-11",55.2,9.92,450,"1983-06-27 2012-07-11",12.9,1.76,450,"1983-06-27 2012-07-11",2.92,3.53,450,"1983-06-27 2012-07-11",1.61,5,450,"1983-06-27 2012-07-11",1.61,5,450,"1983-06-27 2012-07-11",0,0,450,"1983-06-27 2012-07-11",0,0,450,"1983-06-27 2012-07-11",,,,
2013-07-03,13.42,2.04,450,"1983-06-26 2012-07-10",86.76,6.83,450,"1983-06-26 2012-07-10",21.15,2.78,450,"1983-06-26 2012-07-10",21.42,6.47,450,"1983-06-26 2012-07-10",9.44,2.11,450,"1983-06-26 2012-07-10",55.06,9.76,450,"1983-06-26 2012-07-10",12.83,1.78,450,"1983-06-26 2012-07-10",2.98,3.66,450,"1983-06-26 2012-07-10",1.57,4.86,450,"1983-06-26 2012-07-10",1.57,4.86,450,"1983-06-26 2012-07-10",0,0,450,"1983-06-26 2012-07-10",0,0,450,"1983-06-26 2012-07-10",,,,
2013-07-02,13.35,2.06,450,"1983-06-25 2012-07-09",86.81,6.74,450,"1983-06-25 2012-07-09",21.1,2.79,450,"1983-06-25 2012-07-09",21.43,6.35,450,"1983-06-25 2012-07-09",9.36,2.1,450,"1983-06-25 2012-07-09",55.01,9.69,450,"1983-06-25 2012-07-09",12.75,1.78,450,"1983-06-25 2012-07-09",2.96,3.61,450,"1983-06-25 2012-07-09",1.49,4.78,450,"1983-06-25 2012-07-09",1.49,4.78,450,"1983-06-25 2012-07-09",0,0,450,"1983-06-25 2012-07-09",0,0,450,"1983-06-25 2012-07-09",,,,
2013-07-01,13.26,2.08,450,"1983-06-24 2012-07-08",86.82,6.78,450,"1983-06-24 2012-07-08",20.99,2.78,450,"1983-06-24 2012-07-08",21.41,6.32,450,"1983-06-24 2012-07-08",9.28,2.1,450,"1983-06-24 2012-07-08",54.91,9.62,450,"1983-06-24 2012-07-08",12.7,1.81,450,"1983-06-24 2012-07-08",3,3.59,450,"1983-06-24 2012-07-08",1.61,4.93,449,"1983-06-24 2012-07-08",1.61,4.93,449,"1983-06-24 2012-07-08",0,0,449,"1983-06-24 2012-07-08",0,0,449,"1983-06-24 2012-07-08",,,,
2013-06-30,13.13,2.12,450,"1983-06-23 2012-07-07",86.74,6.87,450,"1983-06-23 2012-07-07",20.86,2.77,450,"1983-06-23 2012-07-07",21.58,6.44,450,"1983-06-23 2012-07-07",9.17,2.15,450,"1983-06-23 2012-07-07",54.91,9.65,450,"1983-06-23 2012-07-07",12.62,1.85,450,"1983-06-23 2012-07-07",3.18,3.73,450,"1983-06-23 2012-07-07",1.54,4.63,449,"1983-06-23 2012-07-07",1.54,4.63,449,"1983-06-23 2012-07-07",0,0,449,"1983-06-23 2012-07-07",0,0,449,"1983-06-23 2012-07-07",,,,
2013-06-29,13.05,2.15,450,"1983-06-22 2012-07-06",86.7,6.85,450,"1983-06-22 2012-07-06",20.78,2.76,450,"1983-06-22 2012-07-06",21.69,6.34,450,"1983-06-22 2012-07-06",9.12,2.2,450,"1983-06-22 2012-07-06",54.92,9.55,450,"1983-06-22 2012-07-06",12.6,1.84,450,"1983-06-22 2012-07-06",3.2,3.7,450,"1983-06-22 2012-07-06",1.57,4.64,449,"1983-06-22 2012-07-06",1.57,4.64,449,"1983-06-22 2012-07-06",0,0,449,"1983-06-22 2012-07-06",0,0,449,"1983-06-22 2012-07-06",,,,
2013-06-28,13.02,2.17,450,"1983-06-21 2012-07-05",86.75,6.89,450,"1983-06-21 2012-07-05",20.75,2.81,450,"1983-06-21 2012-07-05",21.59,6.29,450,"1983-06-21 2012-07-05",9.11,2.21,450,"1983-06-21 2012-07-05",54.96,9.65,450,"1983-06-21 2012-07-05",12.58,1.86,450,"1983-06-21 2012-07-05",3.19,3.67,450,"1983-06-21 2012-07-05",1.59,4.68,449,"1983-06-21 2012-07-05",1.59,4.68,449,"1983-06-21 2012-07-05",0,0,449,"1983-06-21 2012-07-05",0,0,449,"1983-06-21 2012-07-05",,,,
2013-06-27,13,2.18,450,"1983-06-20 2012-07-04",86.72,6.86,450,"1983-06-20 2012-07-04",20.73,2.85,450,"1983-06-20 2012-07-04",21.59,6.32,450,"1983-06-20 2012-07-04",9.04,2.21,450,"1983-06-20 2012-07-04",54.84,9.5,450,"1983-06-20 2012-07-04",12.51,1.83,450,"1983-06-20 2012-07-04",3.22,3.72,450,"1983-06-20 2012-07-04",1.49,4.42,449,"1983-06-20 2012-07-04",1.49,4.42,449,"1983-06-20 2012-07-04",0,0,449,"1983-06-20 2012-07-04",0,0,449,"1983-06-20 2012-07-04",,,,
2013-06-26,12.93,2.16,450,"1983-06-19 2012-07-03",86.72,6.87,450,"1983-06-19 2012-07-03",20.65,2.84,450,"1983-06-19 2012-07-03",21.63,6.42,450,"1983-06-19 2012-07-03",8.97,2.21,450,"1983-06-19 2012-07-03",54.82,9.31,450,"1983-06-19 2012-07-03",12.43,1.86,450,"1983-06-19 2012-07-03",3.18,3.68,450,"1983-06-19 2012-07-03",1.48,4.41,449,"1983-06-19 2012-07-03",1.48,4.41,449,"1983-06-19 2012-07-03",0,0,449,"1983-06-19 2012-07-03",0,0,449,"1983-06-19 2012-07-03",,,,
2013-06-25,12.85,2.16,450,"1983-06-18 2012-07-02",86.78,6.96,450,"1983-06-18 2012-07-02",20.54,2.85,450,"1983-06-18 2012-07-02",21.78,6.5,450,"1983-06-18 2012-07-02",8.88,2.19,450,"1983-06-18 2012-07-02",54.85,9.25,450,"1983-06-18 2012-07-02",12.35,1.86,450,"1983-06-18 2012-07-02",3.18,3.69,450,"1983-06-18 2012-07-02",1.53,4.55,449,"1983-06-18 2012-07-02",1.53,4.55,449,"1983-06-18 2012-07-02",0,0,449,"1983-06-18 2012-07-02",0,0,449,"1983-06-18 2012-07-02",,,,
2013-06-24,12.8,2.18,450,"1983-06-17 2012-07-01",86.79,7,450,"1983-06-17 2012-07-01",20.41,2.86,450,"1983-06-17 2012-07-01",21.9,6.4,450,"1983-06-17 2012-07-01",8.83,2.18,450,"1983-06-17 2012-07-01",55.2,9.29,450,"1983-06-17 2012-07-01",12.3,1.89,450,"1983-06-17 2012-07-01",3.18,3.66,450,"1983-06-17 2012-07-01",1.49,4.13,449,"1983-06-17 2012-07-01",1.49,4.13,449,"1983-06-17 2012-07-01",0,0,449,"1983-06-17 2012-07-01",0,0,449,"1983-06-17 2012-07-01",,,,
2013-06-23,12.74,2.19,450,"1983-06-16 2012-06-30",86.84,6.96,450,"1983-06-16 2012-06-30",20.34,2.86,450,"1983-06-16 2012-06-30",21.82,6.3,450,"1983-06-16 2012-06-30",8.75,2.18,450,"1983-06-16 2012-06-30",55.26,9.32,450,"1983-06-16 2012-06-30",12.18,1.91,450,"1983-06-16 2012-06-30",3.05,3.5,450,"1983-06-16 2012-06-30",1.48,4.09,449,"1983-06-16 2012-06-30",1.48,4.09,449,"1983-06-16 2012-06-30",0,0,449,"1983-06-16 2012-06-30",0,0,449,"1983-06-16 2012-06-30",,,,
2013-06-22,12.66,2.16,450,"1983-06-15 2012-06-29",86.91,6.72,450,"1983-06-15 2012-06-29",20.22,2.77,450,"1983-06-15 2012-06-29",22.04,6.56,450,"1983-06-15 2012-06-29",8.66,2.18,450,"1983-06-15 2012-06-29",55.4,9.18,450,"1983-06-15 2012-06-29",12.07,1.89,450,"1983-06-15 2012-06-29",3.06,3.55,450,"1983-06-15 2012-06-29",1.52,4.18,449,"1983-06-15 2012-06-29",1.52,4.18,449,"1983-06-15 2012-06-29",0,0,449,"1983-06-15 2012-06-29",0,0,449,"1983-06-15 2012-06-29",,,,
2013-06-21,12.57,2.18,450,"1983-06-14 2012-06-28",86.88,6.77,450,"1983-06-14 2012-06-28",20.1,2.72,450,"1983-06-14 2012-06-28",22.07,6.67,450,"1983-06-14 2012-06-28",8.56,2.14,450,"1983-06-14 2012-06-28",55.53,8.9,450,"1983-06-14 2012-06-28",11.96,1.84,450,"1983-06-14 2012-06-28",3.01,3.53,450,"1983-06-14 2012-06-28",1.4,3.54,449,"1983-06-14 2012-06-28",1.4,3.54,449,"1983-06-14 2012-06-28",0,0,449,"1983-06-14 2012-06-28",0,0,449,"1983-06-14 2012-06-28",,,,
2013-06-20,12.49,2.14,450,"1983-06-13 2012-06-27",86.95,6.76,450,"1983-06-13 2012-06-27",19.99,2.7,450,"1983-06-13 2012-06-27",22.12,6.87,450,"1983-06-13 2012-06-27",8.48,2.1,450,"1983-06-13 2012-06-27",55.56,8.83,450,"1983-06-13 2012-06-27",11.89,1.82,450,"1983-06-13 2012-06-27",3.13,3.57,450,"1983-06-13 2012-06-27",1.39,3.52,449,"1983-06-13 2012-06-27",1.39,3.52,449,"1983-06-13 2012-06-27",0,0,449,"1983-06-13 2012-06-27",0,0,449,"1983-06-13 2012-06-27",,,,
2013-06-19,12.41,2.09,450,"1983-06-12 2012-06-26",87.08,6.71,450,"1983-06-12 2012-06-26",19.89,2.71,450,"1983-06-12 2012-06-26",22.11,6.88,450,"1983-06-12 2012-06-26",8.43,2.06,450,"1983-06-12 2012-06-26",55.74,8.81,450,"1983-06-12 2012-06-26",11.8,1.79,450,"1983-06-12 2012-06-26",3.25,3.63,450,"1983-06-12 2012-06-26",1.5,3.73,449,"1983-06-12 2012-06-26",1.5,3.73,449,"1983-06-12 2012-06-26",0,0,449,"1983-06-12 2012-06-26",0,0,449,"1983-06-12 2012-06-26",,,,
2013-06-18,12.34,2.08,450,"1983-06-11 2012-06-25",87.24,6.67,450,"1983-06-11 2012-06-25",19.75,2.71,450,"1983-06-11 2012-06-25",22.03,6.92,450,"1983-06-11 2012-06-25",8.34,2.04,450,"1983-06-11 2012-06-25",55.76,8.75,450,"1983-06-11 2012-06-25",11.7,1.78,450,"1983-06-11 2012-06-25",3.17,3.55,450,"1983-06-11 2012-06-25",1.53,3.75,449,"1983-06-11 2012-06-25",1.53,3.75,449,"1983-06-11 2012-06-25",0,0,449,"1983-06-11 2012-06-25",0,0,449,"1983-06-11 2012-06-25",,,,
2013-06-17,12.24,2.07,450,"1983-06-10 2012-06-24",87.32,6.69,450,"1983-06-10 2012-06-24",19.55,2.67,450,"1983-06-10 2012-06-24",22.01,6.89,450,"1983-06-10 2012-06-24",8.26,2.04,450,"1983-06-10 2012-06-24",56.01,8.81,450,"1983-06-10 2012-06-24",11.62,1.77,450,"1983-06-10 2012-06-24",3.1,3.51,450,"1983-06-10 2012-06-24",1.65,3.91,449,"1983-06-10 2012-06-24",1.65,3.91,449,"1983-06-10 2012-06-24",0,0,449,"1983-06-10 2012-06-24",0,0,449,"1983-06-10 2012-06-24",,,,
2013-06-16,12.17,2.05,450,"1983-06-09 2012-06-23",87.42,6.63,450,"1983-06-09 2012-06-23",19.4,2.7,450,"1983-06-09 2012-06-23",22.03,6.91,450,"1983-06-09 2012-06-23",8.19,2.05,450,"1983-06-09 2012-06-23",56.39,9.1,450,"1983-06-09 2012-06-23",11.52,1.76,450,"1983-06-09 2012-06-23",3.21,3.6,450,"1983-06-09 2012-06-23",1.77,4.1,450,"1983-06-09 2012-06-23",1.77,4.1,450,"1983-06-09 2012-06-23",0,0,450,"1983-06-09 2012-06-23",0,0,450,"1983-06-09 2012-06-23",,,,
2013-06-15,12.13,2.03,450,"1983-06-08 2012-06-22",87.59,6.48,450,"1983-06-08 2012-06-22",19.32,2.71,450,"1983-06-08 2012-06-22",21.92,6.74,450,"1983-06-08 2012-06-22",8.14,2.01,450,"1983-06-08 2012-06-22",56.45,9.03,450,"1983-06-08 2012-06-22",11.46,1.74,450,"1983-06-08 2012-06-22",3.09,3.48,450,"1983-06-08 2012-06-22",1.81,4.21,450,"1983-06-08 2012-06-22",1.81,4.21,450,"1983-06-08 2012-06-22",0,0,450,"1983-06-08 2012-06-22",0,0,450,"1983-06-08 2012-06-22",,,,
2013-06-14,12.06,2.03,450,"1983-06-07 2012-06-21",87.64,6.5,450,"1983-06-07 2012-06-21",19.19,2.7,450,"1983-06-07 2012-06-21",21.86,6.8,450,"1983-06-07 2012-06-21",8.08,1.97,450,"1983-06-07 2012-06-21",56.7,8.96,450,"1983-06-07 2012-06-21",11.39,1.74,450,"1983-06-07 2012-06-21",3.13,3.56,450,"1983-06-07 2012-06-21",1.82,4.25,450,"1983-06-07 2012-06-21",1.82,4.25,450,"1983-06-07 2012-06-21",0,0,450,"1983-06-07 2012-06-21",0,0,450,"1983-06-07 2012-06-21",,,,
2013-06-13,11.95,2.01,450,"1983-06-06 2012-06-20",87.7,6.42,450,"1983-06-06 2012-06-20",19.02,2.66,450,"1983-06-06 2012-06-20",22.02,6.85,450,"1983-06-06 2012-06-20",8.01,1.98,450,"1983-06-06 2012-06-20",56.91,9.04,450,"1983-06-06 2012-06-20",11.32,1.73,450,"1983-06-06 2012-06-20",3.15,3.57,450,"1983-06-06 2012-06-20",1.89,4.32,450,"1983-06-06 2012-06-20",1.89,4.32,450,"1983-06-06 2012-06-20",0,0,450,"1983-06-06 2012-06-20",0,0,450,"1983-06-06 2012-06-20",,,,
2013-06-12,11.89,2.01,450,"1983-06-05 2012-06-19",87.77,6.36,450,"1983-06-05 2012-06-19",18.89,2.64,450,"1983-06-05 2012-06-19",22.11,6.87,450,"1983-06-05 2012-06-19",7.92,2.01,450,"1983-06-05 2012-06-19",56.94,8.95,450,"1983-06-05 2012-06-19",11.29,1.76,450,"1983-06-05 2012-06-19",3.12,3.54,450,"1983-06-05 2012-06-19",1.89,4.28,450,"1983-06-05 2012-06-19",1.89,4.28,450,"1983-06-05 2012-06-19",0,0,450,"1983-06-05 2012-06-19",0,0,450,"1983-06-05 2012-06-19",,,,
2013-06-11,11.87,2.02,450,"1983-06-04 2012-06-18",87.88,6.35,450,"1983-06-04 2012-06-18",18.82,2.68,450,"1983-06-04 2012-06-18",22.2,6.81,450,"1983-06-04 2012-06-18",7.9,2.02,450,"1983-06-04 2012-06-18",57.2,9.08,450,"1983-06-04 2012-06-18",11.3,1.77,450,"1983-06-04 2012-06-18",3.13,3.61,450,"1983-06-04 2012-06-18",2,4.34,450,"1983-06-04 2012-06-18",2,4.34,450,"1983-06-04 2012-06-18",0,0,450,"1983-06-04 2012-06-18",0,0,450,"1983-06-04 2012-06-18",,,,
2013-06-10,11.87,2.06,450,"1983-06-03 2012-06-17",87.79,6.32,450,"1983-06-03 2012-06-17",18.82,2.74,450,"1983-06-03 2012-06-17",22.1,6.75,450,"1983-06-03 2012-06-17",7.85,2.05,450,"1983-06-03 2012-06-17",57.2,9.11,450,"1983-06-03 2012-06-17",11.23,1.81,450,"1983-06-03 2012-06-17",3.15,3.6,450,"1983-06-03 2012-06-17",2.03,4.39,449,"1983-06-03 2012-06-17",2.03,4.39,449,"1983-06-03 2012-06-17",0,0,449,"1983-06-03 2012-06-17",0,0,449,"1983-06-03 2012-06-17",,,,
2013-06-09,11.83,2.05,450,"1983-06-02 2012-06-16",87.76,6.31,450,"1983-06-02 2012-06-16",18.77,2.72,450,"1983-06-02 2012-06-16",22.27,7.02,450,"1983-06-02 2012-06-16",7.8,2.08,450,"1983-06-02 2012-06-16",57.18,9.15,450,"1983-06-02 2012-06-16",11.19,1.81,450,"1983-06-02 2012-06-16",3.16,3.73,450,"1983-06-02 2012-06-16",2.01,4.36,449,"1983-06-02 2012-06-16",2.01,4.36,449,"1983-06-02 2012-06-16",0,0,449,"1983-06-02 2012-06-16",0,0,449,"1983-06-02 2012-06-16",,,,
2013-06-08,11.82,2.05,450,"1983-06-01 2012-06-15",87.83,6.36,450,"1983-06-01 2012-06-15",18.7,2.77,450,"1983-06-01 2012-06-15",22.43,7.23,450,"1983-06-01 2012-06-15",7.8,2.11,450,"1983-06-01 2012-06-15",57.28,9.2,450,"1983-06-01 2012-06-15",11.17,1.81,450,"1983-06-01 2012-06-15",3.19,3.8,450,"1983-06-01 2012-06-15",2.01,4.35,449,"1983-06-01 2012-06-15",2.01,4.35,449,"1983-06-01 2012-06-15",0,0,449,"1983-06-01 2012-06-15",0,0,449,"1983-06-01 2012-06-15",,,,
2013-06-07,11.85,2.08,450,"1983-05-31 2012-06-14",87.97,6.4,450,"1983-05-31 2012-06-14",18.65,2.77,450,"1983-05-31 2012-06-14",22.28,6.94,450,"1983-05-31 2012-06-14",7.8,2.13,450,"1983-05-31 2012-06-14",57.66,9.48,450,"1983-05-31 2012-06-14",11.16,1.82,450,"1983-05-31 2012-06-14",3.16,3.78,450,"1983-05-31 2012-06-14",2.13,4.55,449,"1983-05-31 2012-06-14",2.13,4.55,449,"1983-05-31 2012-06-14",0,0,449,"1983-05-31 2012-06-14",0,0,449,"1983-05-31 2012-06-14",,,,
2013-06-06,11.79,2.02,450,"1983-05-30 2012-06-13",88.05,6.33,450,"1983-05-30 2012-06-13",18.59,2.78,450,"1983-05-30 2012-06-13",22.2,6.94,450,"1983-05-30 2012-06-13",7.75,2.15,450,"1983-05-30 2012-06-13",57.58,9.55,450,"1983-05-30 2012-06-13",11.07,1.87,450,"1983-05-30 2012-06-13",3.18,3.76,450,"1983-05-30 2012-06-13",2.17,4.68,449,"1983-05-30 2012-06-13",2.17,4.68,449,"1983-05-30 2012-06-13",0,0,449,"1983-05-30 2012-06-13",0,0,449,"1983-05-30 2012-06-13",,,,
2013-06-05,11.72,2.06,450,"1983-05-29 2012-06-12",88.04,6.44,450,"1983-05-29 2012-06-12",18.52,2.84,450,"1983-05-29 2012-06-12",22.22,6.78,450,"1983-05-29 2012-06-12",7.71,2.19,450,"1983-05-29 2012-06-12",57.61,9.55,450,"1983-05-29 2012-06-12",10.99,1.87,450,"1983-05-29 2012-06-12",3.13,3.79,450,"1983-05-29 2012-06-12",2.17,4.62,448,"1983-05-29 2012-06-12",2.17,4.62,448,"1983-05-29 2012-06-12",0,0,448,"1983-05-29 2012-06-12",0,0,448,"1983-05-29 2012-06-12",,,,
2013-06-04,11.7,2.09,450,"1983-05-28 2012-06-11",88.19,6.55,450,"1983-05-28 2012-06-11",18.43,2.86,450,"1983-05-28 2012-06-11",22.3,6.86,450,"1983-05-28 2012-06-11",7.66,2.22,450,"1983-05-28 2012-06-11",57.72,9.62,450,"1983-05-28 2012-06-11",10.95,1.89,450,"1983-05-28 2012-06-11",3.12,3.86,450,"1983-05-28 2012-06-11",2.21,4.63,448,"1983-05-28 2012-06-11",2.21,4.63,448,"1983-05-28 2012-06-11",0,0,448,"1983-05-28 2012-06-11",0,0,448,"1983-05-28 2012-06-11",,,,
2013-06-03,11.7,2.11,450,"1983-05-27 2012-06-10",88.2,6.61,450,"1983-05-27 2012-06-10",18.39,2.88,450,"1983-05-27 2012-06-10",22.36,6.81,450,"1983-05-27 2012-06-10",7.66,2.25,450,"1983-05-27 2012-06-10",58.01,9.97,450,"1983-05-27 2012-06-10",10.94,1.86,450,"1983-05-27 2012-06-10",3.13,3.86,450,"1983-05-27 2012-06-10",2.35,4.99,448,"1983-05-27 2012-06-10",2.35,4.99,448,"1983-05-27 2012-06-10",0,0,448,"1983-05-27 2012-06-10",0,0,448,"1983-05-27 2012-06-10",,,,
2013-06-02,11.68,2.1,450,"1983-05-26 2012-06-09",88.24,6.6,450,"1983-05-26 2012-06-09",18.35,2.92,450,"1983-05-26 2012-06-09",22.52,6.9,450,"1983-05-26 2012-06-09",7.64,2.26,450,"1983-05-26 2012-06-09",58.18,10.19,450,"1983-05-26 2012-06-09",10.88,1.87,450,"1983-05-26 2012-06-09",3.2,3.92,450,"1983-05-26 2012-06-09",2.37,5.06,448,"1983-05-26 2012-06-09",2.37,5.06,448,"1983-05-26 2012-06-09",0,0,448,"1983-05-26 2012-06-09",0,0,448,"1983-05-26 2012-06-09",,,,
2013-06-01,11.67,2.12,450,"1983-05-25 2012-06-08",88.19,6.66,450,"1983-05-25 2012-06-08",18.38,2.93,450,"1983-05-25 2012-06-08",22.6,7.04,450,"1983-05-25 2012-06-08",7.57,2.27,450,"1983-05-25 2012-06-08",57.91,10.07,450,"1983-05-25 2012-06-08",10.84,1.91,450,"1983-05-25 2012-06-08",3.15,3.94,450,"1983-05-25 2012-06-08",2.25,4.89,448,"1983-05-25 2012-06-08",2.25,4.89,448,"1983-05-25 2012-06-08",0,0,448,"1983-05-25 2012-06-08",0,0,448,"1983-05-25 2012-06-08",,,,
2013-05-31,11.67,2.16,450,"1983-05-24 2012-06-07",88.27,6.64,450,"1983-05-24 2012-06-07",18.38,3,450,"1983-05-24 2012-06-07",22.49,7.09,450,"1983-05-24 2012-06-07",7.53,2.29,450,"1983-05-24 2012-06-07",57.87,10.2,450,"1983-05-24 2012-06-07",10.73,1.97,450,"1983-05-24 2012-06-07",3.12,3.94,450,"1983-05-24 2012-06-07",2.21,4.77,448,"1983-05-24 2012-06-07",2.21,4.77,448,"1983-05-24 2012-06-07",0,0,448,"1983-05-24 2012-06-07",0,0,448,"1983-05-24 2012-06-07",,,,
2013-05-30,11.61,2.17,450,"1983-05-23 2012-06-06",88.28,6.6,450,"1983-05-23 2012-06-06",18.3,3,450,"1983-05-23 2012-06-06",22.5,7.09,450,"1983-05-23 2012-06-06",7.45,2.33,450,"1983-05-23 2012-06-06",57.92,10.21,450,"1983-05-23 2012-06-06",10.6,1.99,450,"1983-05-23 2012-06-06",3.01,3.86,450,"1983-05-23 2012-06-06",2.17,4.73,448,"1983-05-23 2012-06-06",2.17,4.73,448,"1983-05-23 2012-06-06",0,0,448,"1983-05-23 2012-06-06",0,0,448,"1983-05-23 2012-06-06",,,,
2013-05-29,11.53,2.19,450,"1983-05-22 2012-06-05",88.26,6.68,450,"1983-05-22 2012-06-05",18.2,3,450,"1983-05-22 2012-06-05",22.49,7.06,450,"1983-05-22 2012-06-05",7.34,2.36,450,"1983-05-22 2012-06-05",58.02,10.32,450,"1983-05-22 2012-06-05",10.46,2,450,"1983-05-22 2012-06-05",3.01,3.93,450,"1983-05-22 2012-06-05",2.23,4.75,448,"1983-05-22 2012-06-05",2.23,4.75,448,"1983-05-22 2012-06-05",0,0,448,"1983-05-22 2012-06-05",0,0,448,"1983-05-22 2012-06-05",,,,
2013-05-28,11.4,2.22,450,"1983-05-21 2012-06-04",88.28,6.63,450,"1983-05-21 2012-06-04",18.11,2.98,450,"1983-05-21 2012-06-04",22.42,6.99,450,"1983-05-21 2012-06-04",7.24,2.4,450,"1983-05-21 2012-06-04",58.02,10.5,450,"1983-05-21 2012-06-04",10.32,2.02,450,"1983-05-21 2012-06-04",3.04,3.97,450,"1983-05-21 2012-06-04",2.24,4.76,448,"1983-05-21 2012-06-04",2.24,4.76,448,"1983-05-21 2012-06-04",0,0,448,"1983-05-21 2012-06-04",0,0,448,"1983-05-21 2012-06-04",,,,
2013-05-27,11.28,2.25,450,"1983-05-20 2012-06-03",88.26,6.59,450,"1983-05-20 2012-06-03",17.95,2.93,450,"1983-05-20 2012-06-03",22.5,7.22,450,"1983-05-20 2012-06-03",7.1,2.44,450,"1983-05-20 2012-06-03",57.82,10.4,450,"1983-05-20 2012-06-03",10.19,1.99,450,"1983-05-20 2012-06-03",3,3.91,450,"1983-05-20 2012-06-03",2.25,4.79,448,"1983-05-20 2012-06-03",2.25,4.79,448,"1983-05-20 2012-06-03",0,0,448,"1983-05-20 2012-06-03",0,0,448,"1983-05-20 2012-06-03",,,,
